OBJECTID,City,crime10,crime11,crime12,crime13,crime14,crime15,crime16,crime17,crime18,crime19,crime20,crime22,Shape__Area,Shape__Length
1,Baltimore City,61.4273682244134,63.6191322804492,61.7929306349352,63.3083237111509,60.4804,65.1490190205181,62.9975151418527,66.0202492588101,62.4902369069877,59.6543100130281,47.1975796813429,53.76741,2264963004.20801,528245.410048714
